{'number': 225, 'schoenflies': 'Oh^5', 'international': 'Fm-3m', 'pointgroup_schoenflies': 'Oh', 'pointgroup_international': 'm-3m', 'lattice_type': 'Cubic'}   SnTe   mp-num    N_points: 5000 

         energy                dos          total_dos 
      3.6910000           1.6550000         16.3400000     
      3.6930000           1.6540000         16.3500000     
      3.6950000           1.6540000         16.3500000     
      3.6960000           1.6540000         16.3500000     
      3.6980000           1.6540000         16.3500000     
      3.6990000           1.6540000         16.3600000     
      3.7010000           1.6530000         16.3600000     
      3.7030000           1.6530000         16.3600000     
      3.7040000           1.6520000         16.3600000     
      3.7060000           1.6520000         16.3700000     
      3.7070000           1.6520000         16.3700000     
      3.7090000           1.6510000         16.3700000     
      3.7110000           1.6510000         16.3700000     
      3.7120000           1.6510000         16.3800000     
      3.7140000           1.6500000         16.3800000     
      3.7150000           1.6500000         16.3800000     
      3.7170000           1.6500000         16.3900000     
      3.7190000           1.6500000         16.3900000     
      3.7200000           1.6510000         16.3900000     
      3.7220000           1.6510000         16.3900000     
      3.7230000           1.6510000         16.4000000     
      3.7250000           1.6510000         16.4000000     
      3.7270000           1.6510000         16.4000000     
      3.7280000           1.6510000         16.4000000     
      3.7300000           1.6510000         16.4100000     
      3.7310000           1.6520000         16.4100000     
      3.7330000           1.6520000         16.4100000     
      3.7350000           1.6520000         16.4100000     
      3.7360000           1.6520000         16.4200000     
      3.7380000           1.6520000         16.4200000     
      3.7390000           1.6520000         16.4200000     
      3.7410000           1.6530000         16.4200000     
      3.7430000           1.6530000         16.4300000     
      3.7440000           1.6530000         16.4300000     
      3.7460000           1.6530000         16.4300000     
      3.7470000           1.6530000         16.4400000     
      3.7490000           1.6530000         16.4400000     
      3.7510000           1.6540000         16.4400000     
      3.7520000           1.6540000         16.4400000     
      3.7540000           1.6540000         16.4500000     
      3.7550000           1.6540000         16.4500000     
      3.7570000           1.6550000         16.4500000     
      3.7590000           1.6550000         16.4500000     
      3.7600000           1.6550000         16.4600000     
      3.7620000           1.6560000         16.4600000     
      3.7630000           1.6560000         16.4600000     
      3.7650000           1.6560000         16.4600000     
      3.7670000           1.6560000         16.4700000     
      3.7680000           1.6570000         16.4700000     
      3.7700000           1.6570000         16.4700000     
      3.7710000           1.6570000         16.4800000     
      3.7730000           1.6580000         16.4800000     
      3.7750000           1.6580000         16.4800000     
      3.7760000           1.6580000         16.4800000     
      3.7780000           1.6590000         16.4900000     
      3.7790000           1.6590000         16.4900000     
      3.7810000           1.6590000         16.4900000     
      3.7830000           1.6590000         16.4900000     
      3.7840000           1.6590000         16.5000000     
      3.7860000           1.6590000         16.5000000     
      3.7870000           1.6590000         16.5000000     
      3.7890000           1.6580000         16.5000000     
      3.7910000           1.6580000         16.5100000     
      3.7920000           1.6570000         16.5100000     
      3.7940000           1.6570000         16.5100000     
      3.7950000           1.6570000         16.5200000     
      3.7970000           1.6570000         16.5200000     
      3.7990000           1.6560000         16.5200000     
      3.8000000           1.6560000         16.5200000     
      3.8020000           1.6560000         16.5300000     
      3.8030000           1.6560000         16.5300000     
      3.8050000           1.6560000         16.5300000     
      3.8070000           1.6550000         16.5300000     
      3.8080000           1.6550000         16.5400000     
      3.8100000           1.6550000         16.5400000     
      3.8110000           1.6540000         16.5400000     
      3.8130000           1.6540000         16.5400000     
      3.8150000           1.6540000         16.5500000     
      3.8160000           1.6540000         16.5500000     
      3.8180000           1.6540000         16.5500000     
      3.8190000           1.6540000         16.5500000     
      3.8210000           1.6530000         16.5600000     
      3.8230000           1.6530000         16.5600000     
      3.8240000           1.6520000         16.5600000     
      3.8260000           1.6520000         16.5700000     
      3.8270000           1.6520000         16.5700000     
      3.8290000           1.6520000         16.5700000     
      3.8310000           1.6520000         16.5700000     
      3.8320000           1.6520000         16.5800000     
      3.8340000           1.6520000         16.5800000     
